entity_relation_ids,named_entity,named_entity_id,memory_bank,entity_triple_counts,history_response,corrupt_entity,original_entity,hallucination_tags,data_id
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1764, 1764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",cbs,1764,"[[1764, 17837, 5886], [1764, 18004, 7986]]",{1764: 105},"Text to check:the composer for the <ent>cbs</ent> distributed ""a streetcar named desire"" is david mansfield.",[],['david mansfield'],0,1722
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17732, 17732, 0, 0, 0, 0, 0, 0, 0, 0, 0]",philadelphia,17732,"[[17732, 17814, 10881], [17732, 17814, 1]]",{17732: 9},Text to check:the general manager of <ent>philadelphia</ent> flyers is keith allen.,[],['keith allen'],0,2312
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2235, 2235, 2235, 2235, 2235, 2235, 0, 0, 0, 0]",billie joe armstrong,2235,"[[2235, 17813, 10881], [2235, 17955, 15789]]","{3754: 35, 2235: 41}","Text to check:the university of jena is a public university that has its headquarters located in the city that serves as the twinned administrative body of berkeley, where <ent>billie joe armstrong</ent> works.",[],['university of jena'],0,1640
"[0, 0, 0, 0, 0, 0, 15974, 15974, 15974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",lincoln university,15974,"[[15974, 17811, 10881], [15974, 17935, 1216]]",{15974: 6},Text to check:<ent>lincoln university</ent> is the university where the last emperor was educated (the one who is a united states of america citizen).,[],['lincoln university'],0,3297
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6896, 6896, 6896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",bristol,6896,"[[6896, 18020, 11710], [6896, 17935, 9222]]",{6896: 31},Text to check:carter bays was born in <ent>bristol</ent> and part of the cast of the go-between which was based on literature.,['carter bays'],['michael redgrave'],1,226
"[0, 0, 0, 0, 0, 0, 12259, 12259, 12259, 12259, 12259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",christopher columbus,12259,"[[12259, 17814, 12797], [12259, 17785, 16967]]",{12259: 9},Text to check:<ent>christopher columbus</ent> is a tv movie that features eli wallach in the cast.,[],['christopher columbus'],0,1422
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 17348, 17348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",davis,17348,"[[17348, 17935, 11531], [17348, 17986, 1896]]",{17348: 4},"Text to check:clive <ent>davis</ent> is the album of a band, cast in night at the museum: battle of the smithsonian (the one that has owen wilson as a cast member) that we know.",['clive davis'],['jonas brothers'],1,29
"[0, 0, 0, 0, 0, 0, 13921, 13921, 13921, 13921, 13921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dimitri tiomkin,13921,"[[13921, 17984, 426], [13921, 17881, 2872]]",{13921: 27},Text to check:<ent>dimitri tiomkin</ent> composed the animated feature film that has the voice actor frances mcdormand.,['dimitri tiomkin'],['hans zimmer'],1,208
"[0, 0, 0, 0, 0, 0, 9109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",javascript,9109,"[[9109, 18006, 7455], [9109, 18006, 12182]]",{9109: 11},Text to check:<ent>javascript</ent> is the programming language of brave (whose operating system is microsoft windows).,[],['javascript'],0,512
"[0, 0, 0, 0, 0, 0, 10496, 10496, 10496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",keith moon,10496,"[[10496, 17813, 17727], [10496, 17955, 4885]]",{10496: 28},"Text to check:<ent>keith moon</ent> is famous for art rock and is a cast member of stardust, which was directed by michael apted.",[],['keith moon'],0,2347
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 638, 638, 638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",diane lane,638,"[[638, 18113, 13510], [638, 18079, 8239]]",{638: 20},Text to check:the person married to <ent>diane lane</ent> received the 14th screen actors guild awards.,[],['14th screen actors guild awards'],0,2329
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",canada,1,"[[1, 17811, 3750], [1, 18061, 17727]]","{10185: 5, 1: 1184}",Text to check:james stewart was born in <ent>canada</ent>.,[],['james stewart'],0,1258
"[0, 0, 0, 0, 0, 0, 2304, 2304, 2304, 2304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",dennis quaid,2304,"[[2304, 17785, 14225], [2304, 18020, 7820]]",{2304: 29},Text to check:<ent>dennis quaid</ent> is a sibling of randy quaid.,[],['dennis quaid'],0,3308
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5043, 5043, 5043, 5043, 5043, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",warner bros.,5043,"[[5043, 17877, 390], [5043, 17877, 13448]]",{5043: 576},"Text to check:the phantom of the opera, distributed by <ent>warner bros.</ent>, was scripted by andrew lloyd webber.",[],['the phantom of the opera'],0,171
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10992, 10992, 10992, 10992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",owen wilson,10992,"[[10992, 17785, 9861], [10992, 17785, 12217]]","{1671: 52, 10992: 44}",Text to check:rushmore is a visual artwork written by <ent>owen wilson</ent> that was released in slovakia.,[],['rushmore'],0,2475
"[0, 0, 0, 0, 0, 0, 3980, 3980, 3980, 3980, 0, 0, 0, 0, 0, 0, 0, 0, 0]",peter jackson,3980,"[[3980, 17849, 11549], [3980, 17984, 1627]]",{3980: 7},Text to check:<ent>peter jackson</ent> is employed by keele university.,[],['peter jackson'],0,2860
"[0, 0, 0, 0, 0, 0, 1987, 1987, 1987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",burbank,1987,"[[1987, 18020, 6473], [1987, 17811, 10881]]",{1987: 59},Text to check:<ent>burbank</ent> is the death place of tex avery and borders los angeles.,[],['burbank'],0,1529
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11771, 11771, 11771, 11771, 0, 0, 0]",john ottman,11771,"[[11771, 17848, 7017], [11771, 18020, 13428]]","{14499: 19, 11771: 23}",Text to check:kal penn is cast on the tv series composed by <ent>john ottman</ent>.,[],['kal penn'],0,3511
"[0, 0, 0, 0, 0, 0, 10534, 10534, 10534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",temple university,10534,"[[10534, 17849, 2960], [10534, 17811, 10881]]",{10534: 11},Text to check:<ent>temple university</ent> is where paul sylbert works.,[],['temple university'],0,3343
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15762, 15762, 15762, 15762, 15762, 0, 0, 0]",nazi germany,15762,"[[15762, 17960, 5448], [15762, 17960, 10679]]","{13482: 8, 14558: 5, 15762: 135}",Text to check:michael gladis resides in hanover in <ent>nazi germany</ent>.,['michael gladis'],['hannah arendt'],1,1060
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13848, 13848, 13848, 13848, 13848, 13848, 0, 0, 0]",nintendo entertainment analysis & development,13848,"[[13848, 17811, 13979], [13848, 18009, 7752]]","{5695: 6, 13848: 7}",Text to check:hal laboratory is an organization that owns <ent>nintendo entertainment analysis & development</ent>.,[],['hal laboratory'],0,213
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17258, 17258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",tehran,17258,"[[17258, 17935, 7091], [17258, 17783, 4578]]","{5145: 13, 17258: 56}","Text to check:abbas kiarostami studied at the university that is located in <ent>tehran</ent>, which is the twinned administrative body of bangkok.",[],['abbas kiarostami'],0,3394
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1412, 1412, 1412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",florida,1412,"[[1412, 17811, 10881], [1412, 18021, 5324]]","{1788: 11, 1412: 150}",Text to check:collier county shares a border with the county of <ent>florida</ent> that is named after robert e lee.,[],['collier county'],0,566
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9847, 9847, 0, 0, 0, 0, 0, 0]",will county,9847,"[[9847, 17811, 10881], [9847, 17782, 8511]]",{9847: 11},"Text to check:joliet is located in <ent>will county</ent>, illinois.",[],['will county'],0,2939
"[0, 0, 0, 0, 0, 0, 16131, 16131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",anaheim,16131,"[[16131, 17935, 2321], [16131, 17935, 7362]]",{16131: 10},Text to check:<ent>anaheim</ent> is a city in the united states where disneyland is located.,[],['anaheim'],0,3176
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15695, 15695, 15695, 15695, 15695, 15695, 0, 0, 0]",charlie daniels,15695,"[[15695, 17957, 14828], [15695, 17957, 9403]]",{15695: 9},Text to check:fiddle is associated with country music star <ent>charlie daniels</ent>.,[],['fiddle'],0,703
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11027, 11027, 11027, 11027, 0, 0, 0]",kevin costner,11027,"[[11027, 17773, 2018], [11027, 17848, 16112]]",{11027: 51},Text to check:63rd academy awards was received by <ent>kevin costner</ent>.,[],['63rd academy awards'],0,173
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17306, 17306, 17306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",butler county,17306,"[[17306, 17935, 5538], [17306, 17935, 5630]]","{5630: 6, 17306: 16}",Text to check:hamilton is an administrative division of <ent>butler county</ent> that is an administrative division of ohio.,[],['hamilton'],0,2425
"[0, 0, 0, 0, 0, 0, 17419, 17419, 17419, 17419, 17419, 17419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",university of nairobi,17419,"[[17419, 17935, 1289], [17419, 17811, 1726]]",{17419: 2},Text to check:<ent>university of nairobi</ent> is the name of the higher education institution that is in the country where cry freedom was filmed.,[],['university of nairobi'],0,2988
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9147, 9147, 0, 0, 0]",seattle,9147,"[[9147, 18066, 1059], [9147, 18066, 1059]]","{12085: 85, 9147: 86}",Text to check:fc barcelona b is a public company in <ent>seattle</ent>.,['fc barcelona b'],['boeing'],1,1125
"[0, 0, 0, 0, 0, 0, 15786, 15786, 15786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",europacorp,15786,"[[15786, 17811, 10458], [15786, 17877, 15398]]",{15786: 16},Text to check:<ent>europacorp</ent> is the education place of stan lee and is where the 2006 nba draft is picked from.,['europacorp'],['university of kentucky'],1,928
"[0, 0, 0, 0, 0, 0, 10900, 10900, 10900, 10900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hong kong,10900,"[[10900, 17814, 10881], [10900, 17785, 1367]]",{10900: 7},Text to check:<ent>hong kong</ent> film award for best new performer is a liberal arts college in the u.s. where tony goldwyn was educated at.,['hong kong film award for best new performer'],['hamilton college'],1,2765
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6493, 6493, 0, 0, 0]",german,6493,"[[6493, 17924, 376], [6493, 17926, 11596]]","{7942: 31, 6493: 347}",Text to check:sarah brightman is a person who plays keyboard instrument and speaks <ent>german</ent>.,[],['sarah brightman'],0,1596
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15275, 15275, 0, 0, 0]",stockholm,15275,"[[15275, 18104, 8295], [15275, 18104, 8295]]","{4652: 11, 5651: 64, 15275: 53}",Text to check:jason priestley was born in the sarajevo that's the twinned administrative body of <ent>stockholm</ent>.,['jason priestley'],['emir kusturica'],1,3452
"[0, 0, 0, 0, 0, 0, 6417, 6417, 6417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",walnut creek,6417,"[[6417, 17811, 10881], [6417, 18066, 693]]",{6417: 7},Text to check:<ent>walnut creek</ent> borders the us city which is the birthplace of tom hanks.,[],['walnut creek'],0,2756
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11651, 11651, 11651, 0, 0, 0]",ian bryce,11651,"[[11651, 18034, 10145], [11651, 17813, 17727]]","{2119: 8, 4590: 6162, 11651: 16}",Text to check:cornwall is the english ceremonial county that serves as the narrative location of rebecca and also borders devon (the birthplace of <ent>ian bryce</ent>).,[],['cornwall'],0,1645
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14974, 14974, 14974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",czech republic,14974,"[[14974, 17871, 7290], [14974, 17814, 11134]]",{14974: 373},Text to check:the person who is the narrator of resident evil (the one whose release region is <ent>czech republic</ent>) is jason isaacs.,[],['jason isaacs'],0,700
"[0, 0, 0, 0, 0, 0, 4620, 4620, 4620, 4620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",martin donovan,4620,"[[4620, 17785, 3266], [4620, 17785, 9300]]",{4620: 13},Text to check:<ent>martin donovan</ent> executive produced the visual artwork featuring betty white as a cast member.,['martin donovan'],['alex kurtzman'],1,3290
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5638, 5638, 0, 0, 0]",paris,5638,"[[5638, 17814, 10881], [5638, 17837, 5043]]","{12709: 21, 5638: 7}",Text to check:vincente minnelli directed an american in <ent>paris</ent>.,[],['vincente minnelli'],0,2198
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11310, 11310, 11310, 11310, 0, 0, 0]",jefferson city,11310,"[[11310, 18020, 27], [11310, 17783, 8567]]",{11310: 4},Text to check:cedric the entertainer was born in <ent>jefferson city</ent>.,[],['cedric the entertainer'],0,630
"[0, 0, 0, 0, 0, 0, 2239, 2239, 2239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",gary cole,2239,"[[2239, 18020, 5877], [2239, 18030, 16004]]",{2239: 6},"Text to check:<ent>gary cole</ent> performed in merry christmas, mr. lawrence.",['gary cole'],['ryuichi sakamoto'],1,2362
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10751, 10751, 10751, 10751, 0, 0, 0, 0, 0, 0, 0, 0]",san joaquin county,10751,"[[10751, 18066, 1732], [10751, 18066, 1732]]","{3625: 11, 10751: 17}",Text to check:the county that shares a border with tuolumne county and also with <ent>san joaquin county</ent> is calaveras county.,[],['calaveras county'],0,3336
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10512, 10512, 10512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",new orleans,10512,"[[10512, 17871, 11678], [10512, 17970, 9915]]",{10512: 104},"Text to check:american horror story is shot in <ent>new orleans</ent>, which is also the filming locale of killing them softly.",[],['american horror story'],0,262
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9672, 9672, 9672, 9672, 9672, 9672, 0, 0, 0, 0, 0, 0, 0]",olivia de havilland,9672,"[[9672, 17785, 7319], [9672, 17785, 14137]]","{1034: 29, 9672: 19}",Text to check:david o. selznick produced gone with the wind (the one that has <ent>olivia de havilland</ent> as a cast member).,[],['david o. selznick'],0,3361
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14840, 14840, 14840, 14840, 14840, 0, 0, 0, 0]",angela lansbury,14840,"[[14840, 17956, 16624], [14840, 17785, 5108]]","{17297: 5, 14840: 28}",Text to check:scottish labour party is the political party to which <ent>angela lansbury</ent> belongs.,[],['scottish labour party'],0,1144
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12016, 12016, 12016, 12016, 12016, 0, 0, 0]",thelma & louise,12016,"[[12016, 17794, 7924], [12016, 17814, 10881]]","{163: 24, 12016: 44}",Text to check:kern county is the filming location of <ent>thelma & louise</ent>.,[],['kern county'],0,3447
"[0, 0, 0, 0, 0, 0, 11005, 11005, 11005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fritz lang,11005,"[[11005, 18022, 2931], [11005, 18020, 3929]]",{11005: 7},Text to check:<ent>fritz lang</ent> is the human whose place of origin is lucerne.,[],['fritz lang'],0,735
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6059, 6059, 6059, 6059, 6059, 6059, 0, 0, 0]",michael g. wilson,6059,"[[6059, 17773, 6520], [6059, 17848, 5228]]",{6059: 40},Text to check:the shubert organization is associated with the award ceremony that was received by <ent>michael g. wilson</ent>.,[],[],0,788
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17258, 17258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17258, 17258, 0, 0, 0]",tehran,17258,"[[17258, 17935, 7091], [17258, 17986, 1896]]",{17258: 56},Text to check:the university of <ent>tehran</ent> is a higher education institution that is located in <ent>tehran</ent>.,[],['university of tehran'],0,70
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5306, 5306, 5306, 5306, 5306, 5306, 5306, 5306, 0, 0, 0, 0, 0, 0, 0, 0, 0]",michael mcconnohie,5306,"[[5306, 17813, 10881], [5306, 17785, 14690]]","{12591: 653, 5306: 6}","Text to check:netherlands is the birthplace of <ent>michael mcconnohie</ent>, located in the united states.",['netherlands'],['mansfield'],1,1959
"[0, 0, 0, 0, 0, 0, 13146, 13146, 13146, 13146, 13146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",niels bohr,13146,"[[13146, 17848, 5250], [13146, 17979, 4859]]",{13146: 30},Text to check:<ent>niels bohr</ent> is employed by the university that belongs to the country of denmark,[],['niels bohr'],0,1900
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 412, 412, 412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",johnny green,412,"[[412, 17844, 10450], [412, 17848, 14820]]",{412: 15},Text to check:deconstructing harry is the movie that was composed by <ent>johnny green</ent> (who is a new york knicks member).,[],[],0,1557
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11593, 11593, 11593, 0, 0, 0]",john wayne,11593,"[[11593, 17785, 2312], [11593, 18034, 6504]]",{11593: 36},Text to check:the alamo was directed by <ent>john wayne</ent>.,[],['the alamo'],0,1334
"[0, 0, 0, 0, 0, 0, 2336, 2336, 2336, 2336, 2336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",pocahontas,2336,"[[2336, 17915, 15541], [2336, 17915, 2924]]",{2336: 6},Text to check:<ent>pocahontas</ent> is an animated feature film that has a character that was inspired by kate moss.,[],['pocahontas'],0,561
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12652, 12652, 12652, 12652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",gordon willis,12652,"[[12652, 17832, 13538], [12652, 18020, 11520]]","{11520: 7, 12652: 14}",Text to check:astoria is a neighborhood in which <ent>gordon willis</ent> and patrick mcgoohan were both born.,[],['astoria'],0,3455
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12585, 12585, 0, 0, 0]",turkey,12585,"[[12585, 17870, 6533], [12585, 18066, 6404]]",{12585: 526},Text to check:bursaspor is the agent whose country is <ent>turkey</ent>.,[],['bursaspor'],0,2465
"[0, 0, 0, 0, 0, 0, 9623, 9623, 9623, 9623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",john carradine,9623,"[[9623, 17790, 4724], [9623, 17790, 8135]]",{9623: 18},Text to check:<ent>john carradine</ent> is keith carradine's dad.,[],['john carradine'],0,346
"[0, 0, 0, 0, 0, 0, 10100, 10100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",oregon,10100,"[[10100, 17935, 10881], [10100, 17935, 10192]]",{10100: 66},Text to check:<ent>oregon</ent> formed at the institution of higher learning attended by daniel wu.,[],['oregon'],0,2713
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4135, 4135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",aladdin,4135,"[[4135, 18020, 16569], [4135, 17813, 10881]]","{4437: 31, 4135: 5}",Text to check:guy ritchie directed <ent>aladdin</ent> (the one in the adventure film genre).,[],['guy ritchie'],0,2551
"[0, 0, 0, 0, 0, 0, 16526, 16526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",mesa,16526,"[[16526, 17935, 12057], [16526, 17986, 1896]]",{16526: 6},Text to check:<ent>mesa</ent> has its headquarters located in the city where the imperial japanese army is also located.,['mesa'],['keio university'],1,157
"[0, 0, 0, 0, 0, 0, 5777, 5777, 5777, 5777, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",xander berkeley,5777,"[[5777, 18020, 17347], [5777, 17785, 8578]]",{5777: 28},Text to check:<ent>xander berkeley</ent> is a cast member of salem (english version).,[],['xander berkeley'],0,1856
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8026, 8026, 8026, 0, 0, 0]",belgium,8026,"[[8026, 17814, 11469], [8026, 17811, 6773]]",{8026: 529},Text to check:gulliver's travels originated from <ent>belgium</ent>.,[],"[""gulliver's travels""]",0,2300
"[0, 0, 0, 0, 0, 0, 4652, 4652, 4652, 4652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",jason priestley,4652,"[[4652, 17813, 10881], [4652, 17813, 1]]",{4652: 11},Text to check:<ent>jason priestley</ent> was born in the sarajevo that's the twinned administrative body of stockholm.,['jason priestley'],['emir kusturica'],1,3452
"[0, 0, 0, 0, 0, 0, 14842, 14842, 14842, 14842, 14842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",antonio banderas,14842,"[[14842, 18018, 16714], [14842, 18110, 13935]]",{14842: 29},Text to check:<ent>antonio banderas</ent> performed in the spanish-language puss in boots.,[],['antonio banderas'],0,382
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4590, 0, 0, 0, 0, 0, 0, 0]",english,4590,"[[4590, 18003, 7290], [4590, 18003, 897]]","{2238: 6, 3330: 56, 4590: 6162}",Text to check:madagascar: escape 2 africa is located in kentucky (the one that use <ent>english</ent> as the official language).,['madagascar: escape 2 africa'],['western kentucky university'],1,1905
"[0, 0, 0, 0, 0, 0, 4130, 4130, 4130, 4130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",travis banton,4130,"[[4130, 17810, 4854], [4130, 17984, 5411]]",{4130: 13},"Text to check:<ent>travis banton</ent> was the costume designer on my man godfrey, which was an academy award best director nominee.",[],['travis banton'],0,623
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1096, 1096, 1096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",wimbledon,1096,"[[1096, 17814, 10881], [1096, 17785, 9164]]","{1780: 527, 1096: 21}","Text to check:poland is the association football club that is headquartered in <ent>wimbledon</ent>, the birthplace of oliver reed.",['poland'],['wimbledon f.c.'],1,1955
"[0, 0, 0, 0, 0, 0, 1386, 1386, 1386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",rick rubin,1386,"[[1386, 17895, 6748], [1386, 17848, 16606]]",{1386: 40},Text to check:<ent>rick rubin</ent> is a part of the beastie boys.,[],['beastie boys'],0,1655
"[0, 0, 0, 0, 0, 0, 12709, 12709, 12709, 12709, 12709, 12709, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",vincente minnelli,12709,"[[12709, 17831, 1499], [12709, 18020, 741]]",{12709: 21},Text to check:<ent>vincente minnelli</ent> directed an american in paris.,[],['vincente minnelli'],0,2198
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5726, 5726, 5726, 5726, 0, 0, 0, 0, 0]",dartmouth college,5726,"[[5726, 17875, 4077], [5726, 17848, 10785]]","{693: 10, 2854: 2, 5726: 20}",Text to check:concord is the place where jack abbott (the one that is educated at <ent>dartmouth college</ent>) die.,[],['concord'],0,1638
"[0, 0, 0, 0, 0, 0, 5306, 5306, 5306, 5306, 5306, 5306, 5306, 5306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",michael mcconnohie,5306,"[[5306, 17813, 10881], [5306, 17785, 14690]]",{5306: 6},Text to check:<ent>michael mcconnohie</ent> is the person who was born in a city of the united states where the shawshank redemption was filmed.,[],['michael mcconnohie'],0,215
"[0, 0, 0, 0, 0, 0, 2361, 2361, 2361, 0, 0, 0, 0, 0, 0, 0, 0]",john hughes,2361,"[[2361, 17849, 2537], [2361, 17984, 8601]]",{2361: 8},Text to check:<ent>john hughes</ent> is a neuroscientist.,[],['john hughes'],0,840
"[0, 0, 0, 0, 0, 0, 7337, 7337, 7337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",roger bart,7337,"[[7337, 17848, 11696], [7337, 17785, 12335]]",{7337: 14},Text to check:<ent>roger bart</ent> founded the agent that was nominated for the nobel peace prize.,['roger bart'],['woodrow wilson'],1,1442
