id,hallucinated,query,declarative,gt_ans,gt_cands,gen_ans,gen_cands
1179,0,Which human is the director of the feature film that won a BAFTA Award for Best Special Visual Effects?,Robert Zemeckis is the director of the feature film that won a BAFTA Award for Best Special Visual Effects.,Robert Zemeckis,['Q187364'],,[]
1186,0,Which miniseries is composed by Alex North?,"Rich Man, Poor Man is composed by Alex North.","Rich Man, Poor Man","['Q14798167', 'Q13423792']",,[]
1190,0,Which person composed the Hindi-language visual artwork?,Anu Malik composed the Hindi-language visual artwork.,Anu Malik,['Q612167'],,[]
1191,0,What is the name of the religious building that is located in the United Kingdom and is a part of Windsor Castle?,St George's Chapel is the name of the religious building that is located in the United Kingdom and is a part of Windsor Castle.,St George's Chapel,['Q2449634'],,[]
1192,0,Whose role on Funny Girl was composer?,Jule Styne was the composer on Funny Girl.,Jule Styne,['Q587741'],,[]
1194,0,Who is the author of Hamlet which is nominated for Satellite Award for Best Costume Design ?,"Hamlet, which is nominated for Satellite Award for Best Costume Design, was written by William Shakespeare.",William Shakespeare,"['Q692', 'Q8018308', 'Q8018314']",,[]
1203,0,Who is the person educated at East Tennessee State University?,Timothy Busfield is the person educated at East Tennessee State University.,Timothy Busfield,['Q714610'],,[]
1205,0,Which New Jersey county contains the administrative division Morristown?,Morris County contains the administrative division Morristown.,Morris County,['Q498163'],,[]
1207,0,Which visual artwork is directed by Robert De Niro (who was nominated for an Academy Award for Best Supporting Actor)?,The Good Shepherd is a visual artwork directed by Robert De Niro.,The Good Shepherd,['Q786562'],,[]
1209,0,Which human is the composer of Nicholas and Alexandra?,Richard Rodney Bennett is the composer of Nicholas and Alexandra.,Richard Rodney Bennett,['Q959863'],,[]
1211,0,Which city is the headquarters location of Inverness Caledonian Thistle F.C.?,Inverness is the headquarters location of Inverness Caledonian Thistle F.C.,Inverness,['Q160493'],,[]
1212,0,What written work is a creation of author Jack Kerouac?,On the Road is a written work created by author Jack Kerouac.,On the Road,"['Q938858', 'Q743180']",,[]
1217,0,"Which individual created Law & Order, featuring Michael Imperioli as a cast member?","Dick Wolf created Law & Order, which features Michael Imperioli as a cast member.",Dick Wolf,['Q550381'],,[]
1218,0,"Who is the composer of Hello, Dolly! that has Louis Armstrong as a performer?","Jerry Herman is the composer of Hello, Dolly! that has Louis Armstrong as a performer.",Jerry Herman,['Q1363692'],,[]
1219,0,Which person screenwrote Pleasantville (the one that was nominated for Academy Award for Best Production Design)?,Gary Ross screenwrote Pleasantville (the one that was nominated for Academy Award for Best Production Design).,Gary Ross,"['Q598675', 'Q5525855']",,[]
1225,0,In which organization was Sienna Guillory educated?,Sienna Guillory was educated in the Conservatoire de Paris.,Conservatoire de Paris,['Q463055'],,[]
1227,0,What institute of higher education were both William Holden and Nick Nolte educated at?,Pasadena City College is the institute of higher education where William Holden and Nick Nolte were both educated.,Pasadena City College,['Q7141532'],,[]
1229,0,What is the feature film that stars Tyra Banks?,Hannah Montana: The Movie is a feature film that stars Tyra Banks.,Hannah Montana: The Movie,['Q220591'],,[]
1231,0,What organization's headquarters is located in the United States city that is the birthplace of John Kander?,Populous is a company that has its headquarters in the United States city that is the birthplace of John Kander.,Populous,['Q1082849'],,[]
1234,0,What's the name of the film in the interview genre?,"The name of the film in the interview genre is ""Arthur Conan Doyle.""",Arthur Conan Doyle,"['Q35610', 'Q13471093']",,[]
1236,0,What college of the University of Oxford did Emma Watson and Russell T Davies attend?,Emma Watson and Russell T Davies attended Worcester College.,Worcester College,['Q780745'],,[]
1240,0,Which Pennsylvania city is in Luzerne County?,Wilkes-Barre is the Pennsylvania city located in Luzerne County.,Wilkes-Barre,['Q745594'],,[]
1241,0,What US city is the birthplace of George Seaton ?,South Bend is the birthplace of George Seaton.,South Bend,['Q486877'],,[]
1242,0,"Which film takes inspiration from the visual artwork with cast member Jack Warner, who studied at USC?","The Ladykillers takes inspiration from the visual artwork with cast member Jack Warner, who studied at USC.",The Ladykillers,"['Q83739', 'Q794306']",,[]
1243,0,Who is a member of the Dire Straits?,Mark Knopfler is a member of the Dire Straits.,Mark Knopfler,['Q185343'],,[]
1244,0,Who is the father of Nat King Cole?,Natalie Cole is the father of Nat King Cole.,Natalie Cole,['Q231942'],,[]
1245,0,Who is the composer of the Paramount Pictures distributed Gulliver's Travels?,Victor Young composed the Paramount Pictures distributed Gulliver's Travels.,Victor Young,['Q365199'],,[]
1246,0,Which public office is the head of government of Rostov-on-Don and the head of government of Long Beach (the filming location of Chaplin)?,The head of government of Rostov-on-Don and the head of government of Long Beach (the filming location of Chaplin) is a mayor.,mayor,['Q30185'],,[]
1247,0,What is the entertainment that is opposite of single-player video game?,The entertainment that is opposite of single-player video game is multiplayer video game.,multiplayer video game,['Q6895044'],,[]
1249,0,What Pennsylvania city is the capital of Dauphin County?,"Harrisburg is the capital of Dauphin County, Pennsylvania.",Harrisburg,['Q25280'],,[]
1253,0,For what song is Axl Rose the composer?,"Axl Rose is the composer of the song ""Madagascar.""",Madagascar,"['Q174555', 'Q1019', 'Q3496405', 'Q740515']",,[]
1255,0,Who is a member of Electric Light Orchestra?,Jeff Lynne is a member of Electric Light Orchestra.,Jeff Lynne,['Q314358'],,[]
1256,0,Which California county is the location of the university where Bob Yari studied?,Santa Barbara County is the location of the university where Bob Yari studied.,Santa Barbara County,['Q108106'],,[]
1257,0,What capital is the Soviet Air Force headquartered in?,The Soviet Air Force is headquartered in Moscow.,Moscow,"['Q649', 'Q499927']",,[]
1258,0,What person was born in Canada?,James Stewart was born in Canada.,James Stewart,"['Q102462', 'Q6143663', 'Q6143660', 'Q6143648', 'Q6143635', 'Q6143652', 'Q16244638', 'Q16031302', 'Q1681129']",,[]
1262,0,What agent's headquarters location is in Indianapolis and chief executive officer is David Simon who is educated at Columbia Business School?,"Simon Property Group is headquartered in Indianapolis, and its chief executive officer is David Simon, who was educated at Columbia Business School.",Simon Property Group,['Q2287759'],,[]
1268,0,What university is the educational site of Dionne Warwick?,The educational site of Dionne Warwick is University of Hartford.,University of Hartford,['Q747053'],,[]
1270,0,The Virginia Military Institute can be found in which independent city?,Lexington is the independent city where the Virginia Military Institute can be found.,Lexington,"['Q49241', 'Q501761', 'Q929667']",,[]
1272,0,What provincial or territorial capital city in Canada contains Laval University?,Quebec City is the provincial or territorial capital city in Canada that contains Laval University.,Quebec City,['Q2145'],,[]
1274,0,Which association football club is headquartered in Beijing?,Beijing Guoan F.C. is the association football club headquartered in Beijing.,Beijing Guoan F.C.,['Q814738'],,[]
1275,0,Who wrote the Judge Dredd script?,Michael De Luca wrote the Judge Dredd script.,Michael De Luca,['Q920273'],,[]
1277,0,What census-designated place was Michael Phelps born in?,Towson is the census-designated place where Michael Phelps was born.,Towson,['Q755615'],,[]
1278,0,Which person directed Up (the one that has David Schwimmer as a cast member)?,"Jon Avnet directed Up, which has David Schwimmer as a cast member.",Jon Avnet,['Q939079'],,[]
1289,0,Which person composed The Ten Commandments (the one that received 29th Academy Awards)?,Elmer Bernstein composed The Ten Commandments (the one that received 29th Academy Awards).,Elmer Bernstein,['Q111436'],,[]
1291,0,Which movie was composed by Leigh Harline and distributed by 20th Century Fox?,Taxi was composed by Leigh Harline and distributed by 20th Century Fox.,Taxi,"['Q427529', 'Q1516852', 'Q726215', 'Q7689596', 'Q3516377']",,[]
1292,0,Which film was produced by Constantin Film and released in Vietnam?,Resident Evil: Retribution was produced by Constantin Film and released in Vietnam.,Resident Evil: Retribution,['Q83542'],,[]
1293,0,"Who is the film editor of the film that is a derivative work of Empire of the Sun, a notable work or J. G. Ballard?","Michael Kahn is the film editor of the film that is a derivative work of Empire of the Sun, a notable work or J. G. Ballard.",Michael Kahn,"['Q692550', 'Q16202676']",,[]
1295,0,Who was a student of Stockholm University?,Ingmar Bergman was a student of Stockholm University.,Ingmar Bergman,['Q7546'],,[]
1298,0,What person is an executive producer of the animated feature film whose main theme is jazz?,John Lasseter is an executive producer of the animated feature film whose main theme is jazz.,John Lasseter,['Q269214'],,[]
1302,0,tell me the agent who sets up in Belfast,The agent who sets up in Belfast is Harland and Wolff.,Harland and Wolff,['Q848977'],,[]
1303,0,Which person belongs to the Buffalo Sabres team?,Chris Evans is a member of the Buffalo Sabres team.,Chris Evans,"['Q178348', 'Q2964710', 'Q5106512', 'Q5106513', 'Q303577', 'Q21538587', 'Q17490263']",,[]
1307,0,Which film has Cory Monteith and Chris Colfer as cast members?,Glee: The 3D Concert Movie features Cory Monteith and Chris Colfer as cast members.,Glee: The 3D Concert Movie,['Q1186557'],,[]
1308,0,What record label belongs to the country of Japan and is the recording company of Morning Musume?,Zetima is the recording company of Morning Musume that belongs to the country of Japan.,Zetima,['Q987085'],,[]
1309,0,In which Academy Awards ceremony did William H. Daniels receive an award ?,William H. Daniels received an award in the 21st Academy Awards ceremony.,21st Academy Awards,['Q917170'],,[]
1310,0,Who has the medical condition known as gastroesophageal reflux disease?,Barack Obama has the medical condition known as gastroesophageal reflux disease.,Barack Obama,['Q76'],,[]
1313,0,Which human influenced the human that is the producer of Angel (which takes place in Buffyverse)?,Ray Bradbury influenced the human that is the producer of Angel (which takes place in Buffyverse).,Ray Bradbury,['Q40640'],,[]
1318,0,What art piece has the Czech Republic as it's subject?,Van Helsing is an art piece that has the Czech Republic as its subject.,Van Helsing,"['Q211009', 'Q7913391']",,[]
1319,0,Tell me the liberal arts college that is where Wes Craven got educated,Wheaton College is the liberal arts college where Wes Craven was educated.,Wheaton College,['Q747179'],,[]
1322,0,Tell me the person who is a Canadian citizen and who directed Juno (which is in the genre teen film).,"Jason Reitman is a Canadian citizen who directed Juno, which is a teen film.",Jason Reitman,['Q314502'],,[]
1323,0,What agent in the United States of America maintains the National Register of Historic Places?,The National Park Service maintains the National Register of Historic Places in the United States of America.,National Park Service,['Q308439'],,[]
1326,0,Who produced the drama film A Single Man?,A Single Man was produced by Chris Weitz.,Chris Weitz,['Q238638'],,[]
1334,0,What film was directed by John Wayne?,The Alamo was directed by John Wayne.,The Alamo,"['Q1621909', 'Q626745']",,[]
1338,0,What person had Friedrich Hayek as an influence?,Milton Friedman had Friedrich Hayek as an influence.,Milton Friedman,['Q47426'],,[]
1343,0,Which New Jersey city contains the capital of Bergen County?,Hackensack is the New Jersey city that contains the capital of Bergen County.,Hackensack,['Q138458'],,[]
1344,0,Which movie is distributed by Nine Network?,Nine Network distributes Oliver Twist.,Oliver Twist,"['Q861202', 'Q645752', 'Q2265019', 'Q7087896', 'Q164974', 'Q7087893', 'Q3881809', 'Q373141', 'Q4333771', 'Q7087891', 'Q7087898', 'Q4890733', 'Q7087897', 'Q7087895', 'Q3350676']",,[]
1350,0,Who is the person that owns Los Angeles Lakers ?,LeBron James owns Los Angeles Lakers.,LeBron James,['Q36159'],,[]
1351,0,"For Johann Wolfgang von Goethe's school, what person is the public university's employee?",Peter Krause is a public university's employee for Johann Wolfgang von Goethe's school.,Peter Krause,"['Q433513', 'Q2076421']",,[]
1352,0,What person is the citizen of the United States that died in Topeka?,John Davis is a citizen of the United States who died in Topeka.,John Davis,"['Q931181', 'Q880346', 'Q6228791', 'Q6228831', 'Q6228786', 'Q1699771', 'Q6228820', 'Q6228816', 'Q13219597', 'Q6228799', 'Q6228789', 'Q6228804', 'Q6228793', 'Q16030449', 'Q6228783', 'Q6228815', 'Q16207391']",,[]
1353,0,Who was born in Petersburg?,Joseph Cotten was born in Petersburg.,Joseph Cotten,['Q95148'],,[]
1355,0,Which agent is the organizer of 2005 NFL Draft?,The National Football League is the organizer of the 2005 NFL Draft.,National Football League,['Q1215884'],,[]
1358,0,What film that has Jet Li as a member of the cast and originates in Hong Kong (that is the release territory of Salmon Fishing in the Yemen)?,The Master is a film that has Jet Li as a member of the cast and originates in Hong Kong (that is the release territory of Salmon Fishing in the Yemen).,The Master,"['Q283586', 'Q28312']",,[]
1364,0,What anime television series originally aired on a channel owned by Tokyo Broadcasting System Holdings?,Mobile Suit Gundam SEED is an anime television series that originally aired on a channel owned by Tokyo Broadcasting System Holdings.,Mobile Suit Gundam SEED,['Q696206'],,[]
1365,0,"What island is associated with the country of Australia, which has a diplomatic relation with Sweden?","Tasmania is associated with the country of Australia, which has a diplomatic relation with Sweden.",Tasmania,"['Q34366', 'Q3593416']",,[]
1366,0,What administrative territorial entity has a border with the one that has the capital of Colorado Springs?,Douglas County has a border with the administrative territorial entity that has the capital of Colorado Springs.,Douglas County,"['Q484395', 'Q115556', 'Q484398', 'Q112220', 'Q490695', 'Q156220', 'Q486325']",,[]
1367,0,Which higher-education institution is Ashok Kumar's school (the one that has the occupation of cinematographer)?,"Allahabad University is the higher-education institution where Ashok Kumar's school is located, and the occupation of Ashok Kumar is cinematographer.",Allahabad University,['Q2005647'],,[]
1371,0,Which person was cast in Rugrats (the one whose composer is Mark Mothersbaugh) ?,"Elizabeth Daily was cast in Rugrats, which has a composer named Mark Mothersbaugh.",Elizabeth Daily,['Q258255'],,[]
1372,0,In which US city was Rob Zombie born?,Haverhill is a city in the United States where Rob Zombie was born.,Haverhill,['Q54132'],,[]
1374,0,What film has Fairuza Balk as a cast member and Avi Lerner as a producer?,The Bad Lieutenant: Port of Call New Orleans has Fairuza Balk as a cast member and Avi Lerner as a producer.,The Bad Lieutenant: Port of Call New Orleans,['Q798737'],,[]
1375,0,"Which band is famous for the song, Quiet Storm>","The Isley Brothers are famous for the song, Quiet Storm.",The Isley Brothers,['Q178134'],,[]
1376,0,Who is the spouse of Miles Davis?,Miles Davis's spouse is Cicely Tyson.,Cicely Tyson,['Q238081'],,[]
1378,0,Ernest Borgnine was an award recipient at which Academy Awards event?,"At the 28th Academy Awards event, Ernest Borgnine was an award recipient.",28th Academy Awards,['Q279914'],,[]
1381,0,Who directed Taking Woodstock?,Taking Woodstock was directed by Ang Lee.,Ang Lee,['Q160726'],,[]
1385,0,What geographic region is located in or next to South Australia and located in or next to Western Australia?,The Indian Ocean is located in or next to South Australia and located in or next to Western Australia.,Indian Ocean,['Q1239'],,[]
1386,0,Which visual artwork had its regional premiere at The 62nd Berlin International Film Festival?,The Bridges of Madison County had its regional premiere at The 62nd Berlin International Film Festival.,The Bridges of Madison County,['Q399823'],,[]
1389,0,Tell me the person who is Marcel Proust's teacher.,Henri Bergson is the person who is Marcel Proust's teacher.,Henri Bergson,['Q42156'],,[]
1390,0,Which movie script was written by Aldous Huxley,Jane Eyre was written by Charlotte Bronte.,Jane Eyre,"['Q258979', 'Q1682593', 'Q1217369', 'Q1611248', 'Q1065431', 'Q1150809', 'Q1682597', 'Q4160081']",,[]
1391,0,What is the name of the band with the record lable 4AD?,Pixies is the name of the band with the record label 4AD.,Pixies,['Q188464'],,[]
1392,0,Which person produced The Sweet Hereafter?,The Sweet Hereafter was produced by Atom Egoyan.,Atom Egoyan,['Q212167'],,[]
1395,0,"What is Miles ""Tails"" Prower's profession?","Miles ""Tails"" Prower is a mechanic.",mechanic,['Q327029'],,[]
1396,0,What Golden Raspberry Award was received by the person who is the producer of Get Carter (that has Alan Cumming as a cast member)?,"The Golden Raspberry Award for Worst Picture was received by the person who is the producer of Get Carter (that has Alan Cumming as a cast member).",Golden Raspberry Award for Worst Picture,['Q1780634'],,[]
1397,0,What play derives West Side Story whose script is written by Ernest Lehman?,West Side Story is a play written by Ernest Lehman.,West Side Story,"['Q273704', 'Q669010']",,[]
1398,0,Which movie primarily is about reality television?,The Truman Show is primarily about reality television.,The Truman Show,['Q214801'],,[]
1400,0,What historic county of England is the origin of the name Sussex County that borders Morris County?,Sussex is the historic county of England that originated the name of Sussex County that borders Morris County.,Sussex,['Q23346'],,[]
1403,0,What is a person't name that calls Bowling Green his or her birthplace?,Sam Bush is a person whose birthplace is Bowling Green.,Sam Bush,['Q539156'],,[]
1405,0,What is the name of the university that is located in the state of the United States where the administrative division Chatham County is?,Georgia State University is the name of the university that is located in the state of the United States where the administrative division Chatham County is.,Georgia State University,['Q1509333'],,[]
1406,0,Which person is an employee of the higher education institution that is the education place of Tina Fey ?,Woodrow Wilson is an employee of the higher education institution that is the education place of Tina Fey.,Woodrow Wilson,['Q34296'],,[]
1407,0,Who person is an executive producer of Vanity Fair (whose script is written by Julian Fellowes)?,"Jonathan Lynn, an executive producer of Vanity Fair, whose script is written by Julian Fellowes.",Jonathan Lynn,['Q524711'],,[]
1410,0,Die Hard with a Vengeance is followed by which movie?,Live Free or Die Hard is followed by Die Hard with a Vengeance.,Live Free or Die Hard,['Q50861'],,[]
1411,0,Which American football position is played by Tim Duncan of the Philadelphia Eagles?,The American football position that is played by Tim Duncan of the Philadelphia Eagles is placekicker.,placekicker,['Q1638113'],,[]
1412,0,What disease caused the death of George Kennedy who is related to ice hockey?,influenza caused the death of George Kennedy who is related to ice hockey.,influenza,['Q2840'],,[]
1414,0,Which anime TV series'  genre is is a literature-based film?,The Three Musketeers is a literature-based anime TV series.,The Three Musketeers,"['Q309248', 'Q303235', 'Q508931', 'Q1218111', 'Q2002945', 'Q1218112', 'Q21004024', 'Q2248179', 'Q2817195', 'Q3372729', 'Q969081', 'Q3989633', 'Q140527', 'Q5981252', 'Q682148', 'Q3235884', 'Q7769043', 'Q9024373', 'Q1143990']",,[]
1419,0,H.N.K. Hajduk Split is owned by which major city?,Split is the major city that H.N.K. Hajduk Split is owned by.,Split,"['Q1663', 'Q21869840']",,[]
1422,0,Which TV movie features Eli Wallach in the cast?,Christopher Columbus is a TV movie that features Eli Wallach in the cast.,Christopher Columbus,"['Q7322', 'Q504716', 'Q1084704', 'Q5112137']",,[]
1427,0,What activity is related to American football?,The Rose Bowl Game is an activity related to American football.,Rose Bowl Game,['Q543429'],,[]
1430,0,Who is the cast member of Gulliver's Travels (the one whose producer is Jack Black) and that is also a cast member of Monte Carlo (the one that has Selena Gomez as a cast member)?,Catherine Tate is the cast member of Gulliver's Travels (the one whose producer is Jack Black) and also a cast member of Monte Carlo (the one that has Selena Gomez as a cast member).,Catherine Tate,['Q254766'],,[]
1432,0,What university is the parent organization of Hunter College?,The parent organization of Hunter College is City University of New York.,City University of New York,['Q762266'],,[]
1436,0,Tell me the visual artwork that has the narrative location of San Francisco (which is where Eric Dane died) and that was produced by Mario Kassar.,The visual artwork that has the narrative location of San Francisco (which is where Eric Dane died) and that was produced by Mario Kassar is Basic Instinct.,Basic Instinct,['Q146673'],,[]
1440,0,What film is produced by John Woo?,Appleseed Ex Machina was produced by John Woo.,Appleseed Ex Machina,['Q2704502'],,[]
1448,0,What TV series fall within thriller genre and origins from Italy ?,The Name of the Rose is a TV series that falls within the thriller genre and originates from Italy.,The Name of the Rose,"['Q155018', 'Q48967415']",,[]
1452,0,What is the connection between the religion of Ray Bradbury and that is the religion of Christopher Reeve?,Unitarian Universalism is the connection between the religion of Ray Bradbury and that of Christopher Reeve.,Unitarian Universalism,['Q1622507'],,[]
1455,0,Who is affiliated with the research institute located in Princeton?,Niels Bohr is affiliated with the research institute located in Princeton.,Niels Bohr,['Q7085'],,[]
1463,0,Julia Roberts' partner studied at which university?,"University of California, Santa Barbara is where Julia Roberts' partner studied.","University of California, Santa Barbara",['Q263064'],,[]
1464,0,Who is the father of Ekta Kapoor?,Jeetendra is the father of Ekta Kapoor.,Jeetendra,['Q1686232'],,[]
1465,0,"Which heavy metal recording label is headquartered in California, the story setting of xXx?","Metal Blade Records is headquartered in California, the story setting of xXx.",Metal Blade Records,['Q756320'],,[]
1466,0,Tell me the movie that is part of the film series that has a script written by George Seaton.,Airport is the movie that is part of the film series that has a script written by George Seaton.,Airport,"['Q409022', 'Q21646057', 'Q4698878']",,[]
1468,0,Which film series has Burt Young as a cast member?,Rocky is a film series that has Burt Young as a cast member.,Rocky,"['Q188652', 'Q1078084', 'Q7355720', 'Q326851']",,[]
1470,0,What association football club does Nike sponsor?,Kaizer Chiefs F.C. is the association football club that Nike sponsors.,Kaizer Chiefs F.C.,['Q247731'],,[]
1472,0,Which community college was William Holden educated?,William Holden was educated at Pasadena City College.,Pasadena City College,['Q7141532'],,[]
1474,0,Who is the military officer involved in Bosnian War conflict ?,Chris Brown is the military officer involved in Bosnian War conflict.,Chris Brown,"['Q155700', 'Q2964666', 'Q5105996', 'Q1077035', 'Q5106001', 'Q240686', 'Q5106008', 'Q5106007', 'Q5106005', 'Q5105994', 'Q5106002', 'Q5105995']",,[]
1476,0,Which band is famous for hip house and electronica?,The Black Eyed Peas are famous for hip house and electronica.,The Black Eyed Peas,['Q134541'],,[]
1480,0,Who is the person that died in Inglewood?,The person that died in Inglewood is Edmond O'Brien.,Edmond O'Brien,['Q119935'],,[]
1486,0,"What is the name of the person educated at California State University, Los Angeles who is a member of the Chicago Bears?","John Adams is the person educated at California State University, Los Angeles who is a member of the Chicago Bears.",John Adams,"['Q1516431', 'Q11806', 'Q84114', 'Q667841', 'Q1287735', 'Q6218198', 'Q15929768', 'Q1699093', 'Q7224739', 'Q6218185', 'Q16149461']",,[]
1487,0,Which sovereign state is the country of Samsung Electronics?,South Korea is the sovereign state where Samsung Electronics is located.,South Korea,['Q884'],,[]
1488,0,Which person is in the cast of Hope and Glory?,Ian Bannen is in the cast of Hope and Glory.,Ian Bannen,['Q499097'],,[]
1490,0,Who is the person that inspires Oprah Winfrey ?,Maya Angelou is the person that inspires Oprah Winfrey.,Maya Angelou,['Q19526'],,[]
1491,0,What city is the  headquarter of Notts County F.C. located at?,Nottingham is the headquarter of Notts County F.C. located at.,Nottingham,['Q41262'],,[]
1492,0,tell me the rock music that is the origin of the name the mechanical wave that was coined after hardcore punk.,Math rock is the rock music that is the origin of the name the mechanical wave that was coined after hardcore punk.,math rock,['Q1132152'],,[]
1493,0,What California county contains the administrative division San Rafael?,Marin County is the California county that contains the administrative division San Rafael.,Marin County,['Q108117'],,[]
1494,0,What animated film is written by Lewis Carrol?,Alice in Wonderland is an animated film written by Lewis Carrol.,Alice in Wonderland,"['Q660237', 'Q174385', 'Q2996045', 'Q189875', 'Q1120277', 'Q2602780', 'Q1761330', 'Q1740304', 'Q1137844', 'Q2836700', 'Q2603058']",,[]
1498,0,Bass guitarist Jim O'Rourke is a member of which band?,Sonic Youth is a band that has a bass guitarist named Jim O'Rourke as a member.,Sonic Youth,['Q188626'],,[]
1507,0,What commune in France is headed by a mayor?,Neuilly-sur-Seine is a commune in France that is headed by a mayor.,Neuilly-sur-Seine,['Q48958'],,[]
1511,0,Which person is famous for kazoo ?,Brian Jones is famous for kazoo.,Brian Jones,"['Q204943', 'Q4964238', 'Q4964237', 'Q4964236']",,[]
1512,0,Who is the person who created The Simpsons ?,The person who created The Simpsons is Matt Groening.,Matt Groening,['Q43994'],,[]
1513,0,What U.S. state contains Hennepin County?,Minnesota is the U.S. state that contains Hennepin County.,Minnesota,"['Q1527', 'Q22588446']",,[]
1515,0,Ian Bannen's death resulted from which transportation accident ?,Traffic collision resulted in Ian Bannen's death.,traffic collision,['Q9687'],,[]
1518,0,Dakota Fanning was a nominee of which Critics' Choice Movie Award?,Dakota Fanning received a nomination for the Broadcast Film Critics Association Award for Best Young Performer.,Broadcast Film Critics Association Award for Best Young Performer,['Q922229'],,[]
1519,0,Damian Lewis is cast in which movie?,Damian Lewis is cast in Romeo and Juliet.,Romeo and Juliet,"['Q517265', 'Q83186', 'Q1081181', 'Q1758089', 'Q2716956', 'Q3441351', 'Q3940834', 'Q20649699']",,[]
1520,0,What do you call a person who has an allegiance to Finland?,A person who has an allegiance to Finland is called Christopher Lee.,Christopher Lee,['Q180338'],,[]
1523,0,Which political ideology is the participant of the war which has participant Oliver Cromwell?,The political ideology of the participant of the war that has participant Oliver Cromwell is the cavalier.,cavalier,['Q2284765'],,[]
1524,0,What person's genre is the filmmaking occupation that is the profession of Rick Berman?,Rick Berman's profession is the filmmaking occupation that is Verity Lambert's genre.,Verity Lambert,['Q2656696'],,[]
1526,0,Which Dutch province contains Mastricht ?,Limburg is the Dutch province that contains Mastricht.,Limburg,"['Q1093', 'Q1095']",,[]
1527,0,What film is followed by Live Free or Die Hard?,The film followed by Live Free or Die Hard is Die Hard with a Vengeance.,Die Hard with a Vengeance,['Q106871'],,[]
1529,0,What U.S. city is the death place of Tex Avery and borders Los Angeles?,Burbank is the death place of Tex Avery and borders Los Angeles.,Burbank,['Q39561'],,[]
1531,0,Which person directed Quiz Show?,Robert Redford directed Quiz Show.,Robert Redford,['Q59215'],,[]
1532,0,Which person's parent is the Royal Victorian Order's namesake?,Edward VII's parent is the Royal Victorian Order's namesake.,Edward VII,['Q20875'],,[]
1537,0,Which higher education institution is located in the town that is the headquarters location of Surrey (which contains River Thames)?,Kingston University is located in the town that is the headquarters location of Surrey (which contains River Thames).,Kingston University,['Q2503809'],,[]
1539,0,Tell me the higher education institution that was where Mark Hamill got educated.,The higher education institution where Mark Hamill got educated is Los Angeles City College.,Los Angeles City College,['Q1727138'],,[]
1540,0,Who is the director of photography of Jane Eyre distributed by 20th Century Fox?,George Barnes is the director of photography of Jane Eyre distributed by 20th Century Fox.,George Barnes,['Q721897'],,[]
1542,0,What human settlement is in the country of New Zealand?,Whanganui is a human settlement located in New Zealand.,Whanganui,['Q1015672'],,[]
1546,0,Iggy Pop was born in which US city?,Muskegon is the city where Iggy Pop was born.,Muskegon,['Q952097'],,[]
1548,0,What industry is the main subject of The Brothers Grimm?,The main subject of The Brothers Grimm is the Napoleonic Wars.,Napoleonic Wars,['Q78994'],,[]
1550,0,Which big city is the working location of Adolf Hitler and is the headquarters location of L.A.S.K. Linz?,Linz is the big city where Adolf Hitler worked and where the headquarters of L.A.S.K. Linz is located.,Linz,['Q41329'],,[]
1553,0,What film production company is the production studio of Paddington whose genre is film based on literature?,StudioCanal is the production studio of Paddington whose genre is film based on literature.,StudioCanal,['Q2450848'],,[]
1562,0,What film mainly depicts British Army member Winston Churchill ?,Into the Storm mainly depicts British Army member Winston Churchill.,Into the Storm,"['Q886403', 'Q15989191']",,[]
1563,0,Which  New York city is an administrative division of Oneida County?,"Utica is an administrative division of Oneida County, New York City.",Utica,['Q2495519'],,[]
1564,0,Which United States state did Silkwood take place in?,"Silkwood took place in Oklahoma, United States.",Oklahoma,['Q1649'],,[]
1566,0,What 'agent' comrpises the parent organization of Saint Mary's College of California  ?,United States Conference of Catholic Bishops is the agent that composes the parent organization of Saint Mary's College of California.,United States Conference of Catholic Bishops,['Q2300423'],,[]
1569,0,Which person died in Alton?,Robert Smith died in Alton.,Robert Smith,"['Q491252', 'Q1632228', 'Q549532', 'Q4120842', 'Q7349870', 'Q1747469', 'Q3938426', 'Q7349890', 'Q7349885']",,[]
1572,0,Which human is a cast member of Role Models and has the notable work Anchorman: The Legend of Ron Burgundy?,Paul Rudd is a cast member of Role Models and has the notable work Anchorman: The Legend of Ron Burgundy.,Paul Rudd,['Q276525'],,[]
1574,0,What award falls within anthology discipline ?,An anthology discipline award is the World Fantasy Award for Best Anthology.,World Fantasy Award for Best Anthology,['Q8035703'],,[]
1577,0,Tell me the studio album that has the Sire Records record label and that was produced by Madonna.,The studio album that has the Sire Records record label and that was produced by Madonna is Bedtime Stories.,Bedtime Stories,"['Q726464', 'Q478311']",,[]
1583,0,The higher learning institution attended by John Cleese is which college within the University of Cambridge that also contains Peterhouse?,Downing College is the higher learning institution attended by John Cleese within the University of Cambridge that also contains Peterhouse.,Downing College,['Q181461'],,[]
1585,0,Who is the sibling of Richard Attenborough ?,David Attenborough is the sibling of Richard Attenborough.,David Attenborough,['Q183337'],,[]
1587,0,What work has the person that is the director of Dreamgirls as a cast member?,Kinsey worked as a cast member under the direction of the person who directed Dreamgirls.,Kinsey,['Q83656'],,[]
1588,0,Which movie features Pamela Adlon as a voice actor?,The Animatrix features Pamela Adlon as a voice actor.,The Animatrix,['Q335340'],,[]
